Ward,ZoneType,CulturalHeritageZone,FloodRiskLevel,NearbyConstruction,DistanceToStation_m,DistanceToSchool_m,DistanceToHospital_m,RoadType,ViewQuality,NoiseLevel,TravelTimeToMajorHub_min,NumberOfTrainLines_at_NearestStation,RestaurantDensity_in_500m,ConvenienceStoreCount_in_250m,ParkAreaRatio_in_1km,PropertyType,ConstructionMaterial,YearBuilt,YearRenovated,Floors,Orientation,LandArea_sqm,TotalFloorArea_sqm,FloorHeight_cm,EarthquakeResistant,HasBalcony,HasRooftop,HasGarden,ParkingType,HasParking,PetFriendly,InsulationLevel,HasGym,HasConcierge,HasLounge,HasGuestRoom,RoomCount,BedroomCount,LivingRoomCount,BathroomCount,ToiletCount,KitchenType,KitchenQuality,FloorHeating,CentralAC,LightingSystem,SmartHome,StorageSpace_sqm,HasStorageRoom,WasherDryerIncluded,FurnitureIncluded,IsBathAndToiletSeparate,ExteriorCondition,InteriorCondition,MaintenanceScore,EnergyEfficiencyRating,AirQualityScore,GreenBuildingCertified,ThermalInsulationScore,EarthquakeSafetyScore,MonthlyMaintenanceFee_JPY,OwnershipType,SaleType,SaleCondition,Availability,ListedBy,ListingYear,ListingMonth,LegalComplianceScore,AgentRating,BuildingInsuranceIncluded,LoanSupportAvailable,FirstTimeBuyerEligible,LastSoldPrice_JPY,TatamiRoomPresent,ShojiScreensIncluded,NearbyShrineOrTemple,SeismicZone,SunlightHours,BuildingDensityZone,ForeignOwnershipAllowed,RentalYieldEstimate,PastDisasterHistory,CustomFeature_1,CustomFeature_2,CustomFeature_3,CustomFeature_4,CustomFeature_5,NeighborhoodAvgIncome_JPY,ForeignerPopulationRatio,PopulationGrowthRate,FloorAreaRatio_Limit,BuildingCoverageRatio_Limit,NumberOfListings_in_Ward_Last3Months,AverageDaysOnMarket_in_Ward,AgeScore,IsJikoBukken,IsAirbnbZone,IsOldDangerousBuilding,IsRedevelopmentArea,NearbyNegativeFacility,IsLuxuryNearMajorStation,IsTraditionHighPrice,Price_JPY
Setagaya,Residential,0,1.7589457496833316,None,257.21462809295474,723.7251765346123,1062.1485161948915,Alley,Panoramic,1.130084431747524,19.303387519812283,4,34.23553396035471,3,0.101,RowHouse,Wood,1993,1996,2,West,50.53186767850926,20.0,241.04942253509557,1,0,0,1,Mechanical,1,0,None,0,1,1,1,4,2,0,2,2,Island,Standard,1,0,Standard,0,0.15733986576819747,0,1,1,0,1,2,8,E,7,1,8,4,6005.075414546899,Leasehold_50yr,Owner,Inheritance,Rented,Owner,2020,1,10,3,0,0,1,63176326.28324269,1,0,1,3,5.458258939130964,High,0,3.36,0,Yes,40,36.54089314315531,B,1,4095959.0897015813,0.23,-0.009,271,72,99,97,4,0,0,0,0,0,0,0,18443000.0
Chuo,Residential,0,0.7276050227947815,Light,50.0,190.35776693857213,873.1089643751292,Main,Blocked,1.8460164920470592,29.906455403729833,2,21.87975125446173,1,0.165,Apartment,RC,1979,2017,1,East,68.38704526136112,118.37390425306353,278.9546643437608,1,0,1,0,Mechanical,0,1,None,0,0,1,1,3,1,0,2,2,Island,High-End,0,0,Smart,0,3.046757094110845,0,1,0,0,2,3,3,D,2,0,1,2,3000.0,Freehold,Company,Foreclosure,VacantSoon,Agent,2020,1,2,1,0,0,0,49353335.8146041,1,1,0,3,2.3834192025177794,Low,1,3.2,1,Yes,56,52.82316160070448,B,1,7110823.042959588,0.02,0.039,390,50,82,64,1,0,0,0,0,0,0,1,83483000.0
Chuo,Residential,0,1.3694569042619844,Moderate,467.10613872898546,1224.7625800484905,491.6293768244967,Private,Open,1.7964938766776042,16.681484362150773,5,23.418722744433147,1,0.017,Apartment,Precast,2004,1995,8,East,171.57586664384007,162.79701144203415,216.38772916784356,1,0,0,0,None,0,0,Medium,1,1,0,1,1,3,1,2,2,Island,Standard,0,0,Smart,1,0.0,0,0,1,0,5,5,1,A,9,0,1,7,3000.0,Leasehold_50yr,Company,Normal,Immediate,Agent,2024,6,8,3,1,0,1,67662511.7783287,1,1,0,1,4.599541764201614,High,1,5.68,0,Yes,9,26.898689888172527,B,1,3933750.7455497766,0.13,0.046,200,53,21,32,6,0,0,0,0,1,0,1,119713000.0
Shibuya,Industrial,1,1.7392301537439319,None,557.7318785857315,766.8318914483642,763.489655936052,Main,Blocked,3.2286027618340665,21.382532468359948,2,23.81545609620585,0,0.24,Detached,Wood,1975,1994,3,West,196.80572325559461,74.8719542957231,231.007542281671,1,0,1,1,Mechanical,1,1,None,0,1,1,1,5,2,1,2,2,Island,Standard,1,1,Standard,1,7.5530704122875445,1,0,0,1,4,4,10,E,4,0,5,3,9136.447395338011,Leasehold_30yr,Company,Normal,VacantSoon,Owner,2020,8,8,2,1,1,0,45105960.16978271,1,0,0,4,5.661883626718909,Medium,0,7.63,0,Yes,95,26.305679724855977,A,0,8511187.500186214,0.16,0.013,286,79,162,68,1,0,0,0,0,1,0,0,57468000.0
Setagaya,Industrial,1,0.7614368109653329,Moderate,591.7020963483799,1349.4585888914085,1743.328324434523,Main,Blocked,2.7964792653489225,40.90716196856158,4,27.90297893704447,5,0.19,RowHouse,Wood,2017,1994,7,West,103.08641450251739,145.51608392134736,200.0,1,1,0,0,Manual,1,0,Low,1,0,0,0,4,1,0,1,1,Compact,High-End,1,0,Auto,0,7.095754418786616,1,0,0,1,1,2,6,C,10,0,1,6,9575.83665819119,Leasehold_50yr,Owner,Inheritance,Rented,Agent,2020,7,7,3,1,1,1,106502442.34923401,0,0,1,4,7.5083068665296935,Medium,0,2.02,0,Yes,83,32.977115593628525,B,1,6914678.660335747,0.07,0.012,495,36,198,44,9,0,0,0,0,1,0,0,93688000.0
Taito,Industrial,1,0.8520641817906223,None,50.0,271.3411171477211,1545.8691883699876,Private,Open,1.350055356386567,27.736644514929647,2,47.724365432959026,2,0.066,Mansion,Wood,1989,2000,4,East,45.32825324175184,151.4134965220195,229.23803930840756,1,0,1,0,None,1,1,None,1,0,1,1,2,3,1,1,2,Compact,Standard,1,1,Smart,1,7.618985942201087,0,1,0,1,2,3,8,A,8,1,2,2,14672.249089635505,Freehold,Company,Inheritance,Immediate,Agent,2021,8,4,5,1,1,1,50672966.01787978,0,1,0,2,8.331784820638562,Medium,0,7.66,0,Yes,77,62.859335491957324,A,0,5849838.122137984,0.34,0.031,273,41,60,21,3,0,0,0,0,0,0,0,117030000.0
Minato,Industrial,1,2.0336013166439897,Heavy,493.74406161575786,270.16420322089743,1315.5072934979166,Main,Blocked,0.5888807276271175,39.07166305483038,1,16.23211175042843,0,0.072,Detached,Wood,2007,2010,3,North,104.96649297731756,69.35732941115326,217.8711972365479,0,1,0,1,None,0,1,Medium,1,1,1,0,4,2,1,2,1,Compact,High-End,1,1,Smart,1,3.457031405118541,0,0,1,1,4,3,4,D,4,1,3,2,18919.630886321014,Leasehold_50yr,Owner,Foreclosure,Rented,Agent,2020,3,8,2,0,1,0,61188721.606177814,0,0,0,1,4.507643161152619,Medium,0,3.95,0,No,60,55.65308200284382,B,1,5289322.250939677,0.09,0.002,333,63,13,14,7,0,0,0,0,1,0,0,57290000.0
Shinjuku,Residential,0,0.1502958543280397,Light,502.99559200217715,717.3759393448283,1002.3722835809554,Main,Panoramic,2.9267462258325363,23.973923130760756,3,42.95507582117459,4,0.086,Mansion,Precast,1981,2014,9,North,189.29483996963648,138.36809866922647,278.94707769111704,1,1,0,0,None,1,0,Low,1,1,1,1,1,2,1,1,1,Closed,Standard,1,0,Smart,0,6.599905017386771,1,0,0,0,5,4,6,E,7,0,1,6,6893.683940245651,Freehold,Bank,Normal,Rented,Owner,2021,4,4,3,1,0,0,49212509.48561687,0,1,1,5,7.274101628170523,High,1,3.2,0,No,59,67.14622406236299,C,1,4721583.2706600465,0.29,0.039,439,50,121,65,2,0,0,0,0,0,0,0,101419000.0
Shibuya,Industrial,0,1.1208369843786683,None,553.692927393982,1093.2581955618894,1696.4079154331052,Main,Panoramic,1.2241421814817581,37.20802597740258,2,37.37786756289917,5,0.177,RowHouse,RC,1972,2013,6,South,131.46246384584398,115.30928166409028,233.46580214762773,0,1,0,1,Mechanical,1,1,None,1,1,1,0,3,2,0,1,2,Island,Standard,1,0,Auto,0,3.008961309181342,0,1,1,1,2,3,4,A,10,1,9,4,8985.159800208083,Leasehold_30yr,Company,Normal,Rented,Owner,2022,2,9,3,1,1,0,63734963.11120241,0,1,0,5,3.1751549967012878,Medium,1,4.57,0,No,92,56.000427913468215,A,1,5878792.99222519,0.35,0.04,208,33,79,65,1,0,0,1,0,0,0,0,78799000.0
Chuo,Residential,1,3.9445939935970222,Moderate,206.81780335787474,434.09983354176705,795.5534481464995,Private,Open,0.9937213558506959,25.517270113625305,3,45.669788473699924,0,0.169,Detached,Precast,1987,2007,6,South,46.951821874818734,77.00104350005569,231.91009247461963,0,0,1,1,None,0,0,High,0,1,0,0,5,2,1,1,1,Compact,High-End,0,0,Smart,1,4.851582347011182,0,1,1,0,4,3,10,D,9,0,4,2,21016.838478261692,Freehold,Bank,Inheritance,VacantSoon,Agent,2021,10,2,3,1,1,0,66666035.79281948,1,0,1,5,5.661472357099138,Low,1,7.98,1,No,94,80.01879849479064,B,0,6454766.565725917,0.21,0.024,436,76,167,21,3,0,0,0,0,1,0,0,61248000.0
Minato,Industrial,1,1.6545313528599277,Heavy,50.0,422.4565834023769,800.1281707186524,Main,Open,5.0,26.337837653076026,2,61.36686048322273,3,0.089,Mansion,RC,1990,2023,6,East,211.18982646118138,111.27155001575265,252.9561224333434,0,0,1,0,Mechanical,0,1,High,0,1,0,0,1,1,1,2,1,Compact,High-End,1,1,Auto,0,4.640335926963651,0,0,1,0,5,4,3,B,6,0,6,8,18860.51759793862,Leasehold_50yr,Company,Foreclosure,Immediate,Agent,2020,5,1,5,0,0,0,62608093.506903455,1,0,1,4,7.031629713227549,Low,1,5.42,0,Yes,91,27.327701779525576,B,0,6211147.411933569,0.27,0.017,139,55,131,56,3,0,0,0,0,0,0,0,80221000.0
Minato,Commercial,0,1.5292765917961488,Moderate,576.6197260008452,911.5857016131217,1162.609004670316,Main,Open,5.0,25.24191495536512,4,44.314530207878555,3,0.211,Apartment,RC,2004,2001,3,North,102.08051607808555,101.44184269121033,218.56888963744277,1,0,1,1,Manual,1,0,Medium,0,1,0,0,3,2,0,2,2,Island,High-End,0,0,Smart,0,4.286018372239869,1,1,0,0,1,2,6,E,1,1,6,7,3000.0,Leasehold_50yr,Bank,Inheritance,Rented,Owner,2021,5,9,5,0,1,0,55707208.99772816,0,0,0,1,9.05891656111982,Medium,1,7.49,0,No,54,55.415014937362386,A,0,3860980.5079363757,0.15,0.039,349,49,161,94,6,0,0,0,0,1,0,0,65144000.0
Shinjuku,Industrial,1,1.6500541654851597,Heavy,363.5425912742648,706.1379000143845,326.74440899657634,Main,Panoramic,1.9611496701770381,28.605741523214824,3,39.25666947907861,3,0.268,Mansion,Wood,2006,2013,6,South,93.30295594939321,20.0,255.37533262961287,0,0,1,1,None,1,1,Medium,0,1,1,1,1,2,1,1,1,Compact,High-End,0,0,Smart,0,2.1450610380416837,0,0,1,0,5,1,1,B,8,0,3,7,19964.914017219537,Leasehold_50yr,Company,Normal,Rented,Agent,2021,3,2,3,1,1,1,90018431.19953729,1,0,0,5,3.0050168564728086,Low,1,6.16,1,Yes,96,86.58723277485655,B,0,6091703.45498188,0.35,-0.007,295,42,98,70,7,0,0,0,0,1,0,0,16068000.0
Setagaya,Industrial,1,1.6658476185456674,Light,470.060276427422,963.2239733285735,784.2092953511669,Private,Open,0.31189668693300376,22.411308446425025,2,16.875036483749824,4,0.023,Mansion,Wood,1988,2020,4,North,178.58860209254084,189.55769992812083,254.69824663196266,1,0,0,0,None,0,0,Medium,0,1,1,1,5,1,0,1,1,Closed,High-End,0,1,Standard,1,5.20685569244131,1,1,1,0,2,5,5,A,2,1,8,7,7713.09995878859,Leasehold_30yr,Bank,Foreclosure,VacantSoon,Agent,2021,1,2,4,0,1,1,77169396.3396112,1,1,1,4,2.9088489628684897,Low,0,5.72,0,No,2,58.135311495915815,B,1,5715096.265812201,0.04,-0.012,485,79,167,66,3,0,0,0,0,0,0,1,130274000.0
Chuo,Residential,1,2.574868869838384,Heavy,376.34824080254316,711.5150590257798,1105.5085225590794,Alley,Blocked,3.953029731356846,11.109072958493869,4,18.137777384889574,1,0.131,Detached,Wood,1994,2018,2,North,133.84684257014143,47.036113244927606,271.36635350142444,1,0,1,1,None,1,0,Low,1,0,0,0,3,1,1,2,1,Island,High-End,0,0,Smart,1,4.499518017255186,0,1,0,0,1,4,6,E,7,1,6,4,9761.446148343444,Leasehold_50yr,Owner,Normal,Immediate,Owner,2023,6,3,1,0,0,1,78682954.75615638,1,0,1,3,8.52147706578273,Low,0,2.92,1,No,63,64.03783816472138,B,0,5790838.835871712,0.26,-0.017,464,72,82,55,4,0,0,0,0,0,0,0,44227000.0
Taito,Industrial,0,2.504866153177801,Moderate,458.6255617567197,915.541184841495,1015.5064018876383,Alley,Blocked,2.9033219230130416,24.642900324756106,1,33.601901843652215,3,0.182,RowHouse,RC,1987,2009,3,East,184.45286937832768,97.83855154324407,250.94890982455996,1,1,0,0,Manual,0,0,Medium,1,0,0,1,5,3,1,1,2,Compact,High-End,0,0,Standard,1,3.2505552429077915,1,0,0,0,3,2,6,D,6,0,6,8,14792.191191880196,Leasehold_30yr,Company,Foreclosure,Rented,Owner,2022,6,5,4,0,1,1,81583651.07684243,0,1,0,4,8.34969969285765,Low,0,4.58,1,No,69,91.3973314578198,B,0,7000362.128101227,0.15,-0.02,165,79,180,23,3,0,0,0,0,1,0,0,62826000.0
Minato,Commercial,0,1.6092415869354797,Moderate,584.2798235473139,1209.8399716840204,804.6979995292916,Alley,Partial,3.424020453034344,26.324075386427836,5,13.019238520804354,5,0.18,Mansion,Steel,2009,1996,4,North,113.13809057446528,163.37731904266946,203.20623111889591,0,0,1,1,Mechanical,0,1,None,1,1,0,1,3,1,0,1,2,Closed,Standard,0,0,Standard,1,6.254465422546936,1,1,0,0,2,3,3,B,9,1,1,3,8872.238275044378,Leasehold_30yr,Company,Normal,VacantSoon,Agent,2023,2,4,1,0,1,1,61858514.08042078,1,1,1,3,5.4387060654441735,Low,0,5.11,1,No,74,17.353836850670255,C,0,6262111.825801181,0.26,0.026,301,58,70,25,7,0,0,0,0,1,0,1,111440000.0
Shinjuku,Residential,1,1.7861625768620577,None,50.0,434.73596247320114,2014.1587732812843,Alley,Partial,1.7382958103658859,41.3486643543509,4,36.154392512912196,5,0.016,Mansion,Steel,1999,1995,1,East,116.26229057989316,79.11437824891698,262.78013610106535,0,0,0,0,None,0,1,None,1,0,1,1,4,2,1,1,2,Compact,Standard,1,0,Auto,0,1.742663517622173,1,0,0,0,3,1,5,A,10,0,7,4,8118.377123112912,Leasehold_50yr,Company,Inheritance,VacantSoon,Agent,2022,8,2,3,0,1,1,57024759.79282568,1,1,1,1,6.004128114268028,Low,1,6.89,0,Yes,25,88.73581168308172,B,0,6473057.969138516,0.28,-0.005,430,58,35,65,5,0,0,0,0,1,1,0,58864000.0
Taito,Residential,0,3.3127731179900595,Heavy,685.25506905982,1155.4361041448378,1745.3040961013526,Main,Open,1.2540424097557177,5.0,4,8.650781092389884,0,0.071,Mansion,Steel,2011,1991,7,South,96.19470030204512,60.317533744546914,300.0,1,0,0,0,Manual,1,1,High,1,1,0,0,1,1,0,2,2,Island,High-End,0,0,Smart,0,1.9175186955919776,0,1,1,1,5,3,3,D,2,0,4,5,8456.499465237686,Leasehold_30yr,Company,Foreclosure,Immediate,Owner,2023,2,8,2,0,1,1,71203737.99121596,1,0,1,2,4.236795661650606,High,0,6.73,0,No,16,64.2598640635555,B,1,6275154.914978456,0.26,0.04,435,43,68,88,8,0,0,0,0,1,0,0,35043000.0
Setagaya,Industrial,1,0.48969524552974986,Moderate,354.4643760823947,288.75575939800353,1885.840633413677,Private,Partial,2.212683710845933,41.173534008431005,1,41.52233385564615,1,0.028,Mansion,Precast,2020,1991,5,West,127.69226103789455,95.19457463021672,239.4245271815492,1,1,0,1,Mechanical,1,1,High,0,1,0,0,2,2,0,1,1,Island,High-End,0,0,Smart,1,2.3458385870017735,0,0,0,0,4,1,5,D,10,1,8,1,17578.45921583713,Freehold,Owner,Inheritance,Rented,Owner,2020,10,6,5,0,0,0,63042310.714314535,1,1,0,2,4.704314593503068,Medium,0,7.31,1,No,24,38.02214906880819,C,1,7400888.151592363,0.37,0.009,358,34,17,45,9,0,0,0,0,0,0,1,76802000.0
Chuo,Residential,1,1.9424179834512787,None,806.7685671189998,982.8009721509845,1160.382282749455,Main,Panoramic,2.7091463369342033,35.48266038910654,3,26.782996880664015,0,0.175,Apartment,RC,2011,2006,9,North,118.04468443177538,76.16573822936478,240.02000417036174,0,1,1,1,None,1,1,None,1,1,0,0,2,1,0,1,2,Island,High-End,1,1,Standard,1,1.8340763587444413,0,0,1,1,1,1,3,D,2,1,3,9,8063.7614571301965,Freehold,Bank,Foreclosure,Rented,Owner,2021,6,1,4,1,0,0,62510673.45549528,0,0,0,5,1.5994425500724248,Low,0,6.98,1,No,62,77.2903818816846,B,1,5655439.29647486,0.28,0.024,496,71,156,51,8,0,0,0,0,1,0,0,54750000.0
Setagaya,Residential,0,2.1352465403512317,Light,285.13614615370426,1225.7807508089122,1004.5656046635613,Private,Panoramic,1.6222611188227656,31.856162422128527,2,31.26596945470189,0,0.197,RowHouse,Steel,2022,1997,6,West,84.79500550643944,138.9514866645854,230.230022845292,1,1,0,0,Mechanical,0,1,High,1,0,1,0,1,3,1,2,2,Closed,Standard,1,0,Standard,1,2.892983263353009,1,0,0,1,2,2,2,D,9,0,4,3,9920.300562962948,Leasehold_30yr,Company,Inheritance,Rented,Owner,2023,1,7,5,1,0,0,61901802.88739927,1,0,0,3,5.055873324651983,Medium,1,7.13,0,Yes,26,34.503724963495195,C,1,6522024.963794545,0.24,0.028,441,65,170,90,10,0,0,0,0,1,0,0,91398000.0
Minato,Residential,1,1.2233171399008849,Moderate,229.60054685314697,642.7795929041811,1840.6653830676742,Main,Blocked,4.05598011454606,26.542495631858355,3,22.516277035795177,3,0.056,RowHouse,RC,2003,2012,8,West,35.45517213605861,56.55083572899485,207.30291661405437,1,0,0,0,None,1,0,Medium,1,0,1,0,2,3,1,2,2,Island,Standard,1,1,Auto,0,4.674151993837614,1,0,0,1,1,4,8,B,6,0,1,1,11648.668207139463,Freehold,Bank,Inheritance,VacantSoon,Agent,2021,5,3,5,0,0,1,67170985.3333656,0,0,1,3,5.280512614487784,Medium,0,2.02,0,No,12,68.78432183256001,B,1,6401888.630960188,0.07,0.02,334,56,21,35,6,0,0,0,0,0,0,0,53565000.0
Taito,Residential,1,1.8848633965087025,None,362.91514805227064,993.3665342575084,1234.0825447822547,Alley,Blocked,0.4151107112941239,14.796991460969869,4,11.014735897774276,0,0.107,Detached,RC,1979,1995,9,East,143.77211524562117,67.11605825782419,247.33969130607207,0,0,1,0,Manual,0,0,Medium,1,0,0,0,5,3,1,1,1,Island,Standard,1,0,Auto,1,2.3805313331093605,0,0,1,0,5,2,4,D,3,0,1,1,3012.000740407284,Freehold,Bank,Foreclosure,Immediate,Owner,2024,10,7,5,1,1,0,57894240.111718416,0,0,1,5,9.142647173972609,Low,1,3.07,0,No,13,20.262612915876886,A,1,6119289.526523907,0.12,-0.011,271,39,66,33,1,0,0,1,0,1,0,0,45573000.0
Taito,Residential,0,1.0883235391981165,Moderate,524.9967602329607,653.8720529151376,775.8041242928189,Alley,Partial,2.991110024052984,44.508165086948736,2,42.34695279194262,4,0.106,Mansion,Precast,1991,2021,6,North,136.1597896349061,86.46023945674817,229.01992060730623,1,1,1,0,Mechanical,1,1,None,0,1,1,0,2,3,1,2,2,Closed,High-End,0,0,Standard,0,5.243370468613338,0,0,0,1,5,4,8,C,2,0,3,1,12528.340040075082,Freehold,Company,Inheritance,Rented,Agent,2020,8,2,1,0,0,1,50420906.80947813,0,1,0,1,8.007765286238628,High,0,2.62,0,No,78,21.810761310480558,B,0,6345600.025492942,0.02,0.007,133,66,183,18,4,0,0,0,0,0,0,0,76203000.0
Taito,Residential,1,2.6371690707015034,Heavy,331.41186208423875,975.6143402380925,803.5876583493184,Private,Partial,2.651515277784472,37.34641912216784,5,43.35701394954714,5,0.248,Detached,Wood,2019,2013,7,North,106.80946808027272,38.45947206008793,246.6704947238745,1,1,0,1,Manual,1,0,Low,0,0,1,0,1,3,1,2,2,Closed,Standard,0,0,Smart,1,6.635917391103607,0,0,1,1,4,2,8,E,1,0,9,8,17067.078419283425,Leasehold_50yr,Owner,Foreclosure,Immediate,Agent,2021,10,6,2,0,0,0,68046595.42513974,1,1,0,2,6.103412841140992,Medium,0,2.67,1,Yes,19,50.07784300365889,A,0,7674808.032172877,0.16,-0.016,189,70,41,18,9,0,0,0,0,0,0,0,42984000.0
Minato,Commercial,1,0.6617933444956208,None,543.1283219063808,122.45019310713553,1070.2289165788586,Main,Panoramic,3.96258502272872,27.507778667291227,5,26.48512234796302,5,0.066,Apartment,Wood,1973,2022,6,South,167.31427135474902,67.94335926335091,247.2816568694319,1,1,1,1,None,0,1,Low,0,1,0,0,4,1,1,1,1,Island,High-End,1,0,Auto,1,7.405952151010746,1,0,0,1,4,1,6,D,5,0,6,6,11447.055758330709,Freehold,Company,Normal,Rented,Agent,2021,2,10,3,1,1,0,50203578.02380559,1,1,0,2,3.121630219527586,High,0,2.63,0,Yes,48,57.66222794015533,A,1,7359692.820262075,0.06,-0.007,255,73,130,94,1,0,0,0,0,1,0,0,51657000.0
Minato,Industrial,1,3.0623336624200594,Heavy,303.2185237351122,848.6469992262245,1191.1917966501562,Alley,Blocked,1.3488717728683648,27.856651431050885,2,36.61929564734008,5,0.169,Apartment,Precast,1972,2009,6,West,127.46828568973157,68.2802809655125,277.980938223862,1,1,0,0,Manual,1,1,Low,1,0,1,1,1,2,0,1,1,Closed,Standard,1,0,Smart,0,0.6604246076933369,0,0,0,1,2,2,6,D,1,1,2,7,9119.63662365009,Freehold,Company,Foreclosure,Rented,Owner,2022,11,8,4,1,0,0,63441747.95308281,0,0,1,5,4.0381571711117115,Low,1,4.79,0,No,87,39.08644579366136,C,0,7677338.704600513,0.31,0.006,465,62,198,45,1,0,0,0,0,0,0,0,53901000.0
Setagaya,Commercial,0,1.9266948429104425,Light,408.7230545027759,918.6172891530391,1232.5844112809518,Private,Partial,3.3469948219897123,23.911848069274225,4,26.09108579789596,1,0.237,Mansion,Precast,2018,2006,2,West,141.8224288951521,39.29719505581731,231.96109417439598,1,1,1,1,Mechanical,0,1,High,0,0,1,0,1,1,0,1,2,Closed,High-End,1,1,Standard,1,5.633749363392322,1,0,0,1,1,5,4,C,7,0,2,6,6591.196482487599,Freehold,Company,Normal,Immediate,Agent,2020,3,8,2,1,0,0,33143787.541309796,0,1,1,1,4.566221471189882,High,0,4.56,0,Yes,42,23.823512841820435,B,1,7895839.211736925,0.15,0.031,446,57,139,21,9,0,0,0,0,0,0,0,50728000.0
Shibuya,Residential,1,1.5519661405662892,Heavy,959.1382372611761,1203.404585321933,1126.5661252120638,Main,Panoramic,3.072526994302181,30.943986430210742,1,32.88489844266246,3,0.251,Detached,RC,2018,2021,5,East,119.76126918218458,65.18262301803946,215.15476841806762,1,0,0,1,Mechanical,0,1,Low,1,1,0,1,3,3,0,2,2,Compact,High-End,0,0,Standard,1,4.779189285792488,1,0,1,1,2,4,6,E,3,0,7,1,9298.09828864475,Freehold,Company,Normal,Rented,Agent,2024,11,7,5,0,1,1,61346871.404992975,0,0,1,2,7.066432290402266,Medium,1,4.45,1,No,72,22.645616594338705,A,1,5981518.215903429,0.28,0.016,319,56,142,55,9,0,0,0,0,0,0,0,60721000.0
Setagaya,Residential,0,0.9953029003457263,None,489.31671588313895,1077.5766623839445,2135.8416610625677,Private,Blocked,2.7929677250394147,24.556454559074286,3,37.5913919892011,3,0.203,Detached,Steel,1997,2016,6,North,40.65279490140796,119.58730458009848,245.6851593755468,1,0,1,0,None,0,0,Medium,1,1,0,0,2,3,1,2,1,Compact,High-End,0,0,Standard,1,3.065738048482004,1,0,0,0,3,4,6,D,1,1,5,4,10450.790892554298,Freehold,Bank,Foreclosure,Immediate,Owner,2023,1,2,1,0,1,0,73471672.04192221,1,1,1,3,1.697739900480284,Medium,1,3.27,0,Yes,52,0.0,A,1,6682189.695920219,0.35,0.029,401,42,191,92,5,0,0,0,0,0,0,1,85506000.0
Chuo,Industrial,1,3.030657795987465,Moderate,509.37405673149397,751.6291842807484,658.7516007983506,Main,Panoramic,1.4361199197904992,28.079015711101164,3,35.55084924573873,0,0.097,RowHouse,RC,1991,2013,10,North,185.29532833909803,20.0,238.03958102771924,0,0,0,0,Mechanical,1,0,Low,0,1,0,0,2,2,0,1,1,Island,Standard,1,0,Auto,0,3.608038952833489,1,0,0,1,5,2,10,D,4,1,10,6,4858.441469696726,Leasehold_30yr,Owner,Normal,VacantSoon,Agent,2020,9,7,5,0,0,0,57311489.423175044,1,0,0,2,4.6034160862355105,Medium,1,4.59,0,No,89,78.39863411223686,C,0,7760437.692438807,0.25,0.018,347,68,96,73,4,0,0,0,0,1,0,0,22319000.0
Shinjuku,Commercial,1,1.3481378659660408,None,50.0,880.4194393845925,1469.0845041634575,Main,Panoramic,1.572263035739684,29.379985914318535,1,43.40969613409345,0,0.249,Detached,RC,1981,2002,5,West,138.95515468795077,130.58442915960072,277.42695815584506,0,0,1,0,None,0,1,None,1,0,1,1,3,3,0,2,2,Compact,High-End,1,0,Auto,0,3.759297372760094,1,1,1,1,3,1,5,D,5,1,3,9,6255.322020501191,Leasehold_30yr,Bank,Inheritance,Rented,Agent,2022,10,10,1,1,1,0,58228079.867783636,1,0,0,5,4.898201205529834,High,1,2.78,0,No,85,43.91255054047908,A,0,5171451.139848156,0.1,-0.018,306,54,69,46,2,0,0,0,0,1,0,0,93931000.0
Taito,Industrial,1,0.832751440505517,Heavy,738.57188083625,366.16507252811226,1009.0189091082332,Main,Blocked,2.1444255921742323,49.303034135313,1,35.18880675705336,2,0.225,Apartment,Steel,2018,2008,4,South,53.67369149466796,69.02239319117888,256.64692637320564,1,1,1,1,Manual,1,0,High,1,0,0,0,5,1,1,2,1,Island,Standard,0,0,Standard,1,5.967448120869957,0,1,1,1,3,1,10,C,6,1,4,6,7742.16319934643,Leasehold_50yr,Bank,Normal,Rented,Owner,2021,2,10,5,0,1,0,37896407.4273147,1,1,0,2,2.054188278311473,Low,1,6.7,1,Yes,83,72.84452959791787,A,0,5154018.575944998,0.06,0.015,181,75,154,56,9,0,0,0,0,1,0,0,48414000.0
Shibuya,Commercial,1,3.051463319008119,Heavy,666.6162713308167,1293.2224814120507,1184.4858044100995,Private,Panoramic,1.8968092231669873,15.898165986847992,5,30.280846170385953,2,0.214,Apartment,Wood,1982,2008,6,West,97.36040154967753,103.08028201240961,237.35300528383536,0,0,1,1,Manual,0,0,Medium,0,0,0,0,5,3,1,1,2,Closed,Standard,1,0,Smart,1,5.723849792504966,1,1,0,1,1,3,6,E,8,0,1,6,4968.740362292797,Freehold,Bank,Foreclosure,VacantSoon,Agent,2021,6,3,2,0,0,0,74355349.45507114,1,1,0,5,6.906392656229709,High,1,6.84,1,No,76,15.143375980396144,C,0,5835157.369011595,0.17,-0.011,390,44,122,18,2,0,0,0,0,1,0,1,77826000.0
